"original_text","lang","place","compound","neg","neu","pos","sentiment","created_at","city","country","sentiment_int"
"RT @regionofpeel: 🚨VAX APPOINTMENTS AVAILABLE🚨
 
Swing into summer and get your vaccine at Brampton's CAA Centre!
 
📍 7575 Kennedy Rd S
📅 2…","en","Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Ontario","Canada",0
"@drjack_kanoff @jkwan_md The province isn't reporting that data as part of its regular dataset. The last report we… https://t.co/ZsGKw696f4","en","Canada",0,0,1,0,"neu",2021-06-08,NA,"Canada",0
"Under the new Reopening Ontario framework, overnight recreational camping is permitted to resume on June 11 and all… https://t.co/GZHvmOIsio","en","Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Ontario","Canada",0
"RT @680CJOB: BREAKING: A new secure immunization card will mean Manitobans who have received two shots can travel outside of the province w…","en","Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Ontario","Canada",0
"Case counts are dropping, but the number of Simcoe-Muskoka residents being treated in hospital for COVID-19 has hov… https://t.co/EwzxKheNAf","en","Innisfil, Ontario, Canada",0.2263,0.149,0.567,0.284,"pos",2021-06-08,"Innisfil","Canada",1
"3 new COVID-19 cases in Peterborough https://t.co/Kj0MjfYKMJ via @ptboexaminer","en","Peterborough, Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Peterborough","Canada",0
"ICYMI: There are six Emergency Cooling Centres open tomorrow, June 9, to provide relief from the heat to any reside… https://t.co/z5VoqC8VuS","en","Ottawa, Ontario, Canada",0.6597,0,0.649,0.351,"pos",2021-06-08,"Ottawa","Canada",1
"2 deaths &amp; 237 cases of #COVID-19 in #Manitoba today. https://t.co/yOKAx89Jo0 https://t.co/lMkmI9nxSL","en","Manitoba, Canada",-0.5994,0.661,0.339,0,"neg",2021-06-08,"Manitoba","Canada",-1
"RT @DFisman: As noted by @picardonhealth, Porcupine health unit has, by far, the highest rates of COVID-19 in Ontario right now.  I do not…","en","Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Ontario","Canada",0
"RT @anthonyfurey: An Ontario epidemiologist has admitted that the province’s school closures are more about getting adults to stay at home…","en","Canada",0.2023,0,0.833,0.167,"pos",2021-06-08,NA,"Canada",1
"RT @SaskHealth: Hey Saskatoon! 👋

There’s just a couple of hours left (until 4 p.m.) and the wait time at the Prairieland Park COVID-19 (As…","en","Saskatchewan, Canada",0,0,1,0,"neu",2021-06-08,"Saskatchewan","Canada",0
"@stillgray @dockaurG Yeah @MITREcorp is looking into vaccination passports...They also have had some controversies… https://t.co/bKGCbBAiSy","en","Ontario, Canada",0.296,0,0.694,0.306,"pos",2021-06-08,"Ontario","Canada",1
"RT @cityofhamilton: If you are age 12+, you can book 1st or 2nd dose COVID-19 vaccine appointments at outdoor mobile pop-up vaccine clinics…","en","Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Ontario","Canada",0
"RT @SabiVM: “I got AstraZeneca for my first dose. Which vaccine should I get for my second?”

Here is a decision guide to help you make an…","en","Canada",0.4019,0,0.787,0.213,"pos",2021-06-08,NA,"Canada",1
"COVID-19: Ontario reports 469 new cases as daily case count continues to dip https://t.co/OSY0JI914F","en","Canada",0,0,1,0,"neu",2021-06-08,NA,"Canada",0
"RT @drmwarner: Allocating vaccines based on population is a political decision, not a scientific one.

The hotspot strategy was instrumenta…","en","Unionville, Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Unionville","Canada",0
"RT @VaxHuntersCan: [ON] 💉12+ OTTAWA POP UP💉
⭐️Carson Grove-Carson Meadows/Overbrook-McArthur
📍Overbrook Community Center
🗓Jun 7-8 9am-7pm
✨…","en","Canada",0,0,1,0,"neu",2021-06-08,NA,"Canada",0
"RT @JohnTory: There are more appointments available at City-run clinics from June 9 - June 13.

Let's get vaccinated, Toronto.

Book now:…","en","Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Ontario","Canada",0
"@AnnaSam05851061 2/2 If you’re not able to give your biometrics within the 90-day timeline, we’ll consider extendin… https://t.co/0kXQLaWabS","en","Canada",0,0,1,0,"neu",2021-06-08,NA,"Canada",0
"RT @freep: COVID-19 cases plunge in Michigan: 'This 3rd surge ... is now officially over' https://t.co/NW8JukrN10","en","London, Ontario, Canada",0,0,1,0,"neu",2021-06-08,"London","Canada",0
"@DrHeemed @No_Justice_MTG You should look at similar graphs of influenza every single year.

They look the same.

W… https://t.co/FOBK8A98D8","en","Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Ontario","Canada",0
"RT @LGLHealthUnit: This week’s vaccine update – 78% of individuals 18+ in LGL have received their first dose – way to go!!! Many now eligib…","en","Carleton Place,  ON, Canada",0,0,1,0,"neu",2021-06-08,"Carleton Place","Canada",0
"@john_cyclesmart We're calling for the Canadian federal govt to implement a wealth tax; institute an excess profit… https://t.co/pXuwAjviX5","en","Canada",0.7269,0,0.567,0.433,"pos",2021-06-08,NA,"Canada",1
"COVID-19: @ptboHealth reports 3 new cases on Tuesday, June 8 as active cases at 28. #Ptbo #Peterborough #COVID19… https://t.co/Q2BC42gVl1","en","Peterborough, Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Peterborough","Canada",0
"Read the article, not the the headline...

Unlikely genome sequencing evidence that COVID-19 originally leaked from… https://t.co/FWwsVfBmYc","en","Edmonton, Alberta, Canada",-0.34,0.211,0.789,0,"neg",2021-06-08,"Edmonton","Canada",-1
"SFU launches eight-week COVID-19 rapid screening clinic for students https://t.co/PCLbAxjyvo","en","Canada",0,0,1,0,"neu",2021-06-08,NA,"Canada",0
"RT @CTVAtlantic: UPDATED: Airline travellers arriving at Nova Scotia’s Halifax Stanfield International Airport now have the option to take…","en","New Brunswick, Canada",0,0,1,0,"neu",2021-06-08,"New Brunswick","Canada",0
"RT @VaxHuntersCan: [ON] 🚨 10K APPTS. ADDED TO THE PROV. PORTAL 🚨

📍 Metro Toronto CC
📍 Toronto Congress C
📍 The Hangar
📍 Cloverdale Mall
📍…","en","Beaches Toronto, Canada",0,0,1,0,"neu",2021-06-08,"Beaches Toronto","Canada",0
"Even though you have been given more time to pay, you will still have to pay the money you owed for the extension p… https://t.co/9u7msx5N4e","en","York Region, Ontario, Canada",-0.2023,0.259,0.741,0,"neg",2021-06-08,"York Region","Canada",-1
"Ford lifts COVID-19 restrictions for London, Ont. vigil https://t.co/xMD8tUajMV @fordnation so my parents die and I… https://t.co/dpvLREaKfD","en","Canada",-0.7579,0.481,0.519,0,"neg",2021-06-08,NA,"Canada",-1
"Our Retail Store Will Open on Wednesday June 16th

The Ontario Government announced yesterday that in-store shoppin… https://t.co/NkxReVqV0K","en","Toronto, Ontario, Canada",0,0,1,0,"neu",2021-06-08,"Toronto","Canada",0
"“The important thing is that we’re going out and we’re providing the service to people where they’re at.” #yyc https://t.co/DzLlDuhbca","en","Calgary, Alberta, Canada",0,0,1,0,"neu",2021-06-08,"Calgary","Canada",0
"RT @PremierScottMoe: As of today, 68% of all SK residents age 18+ have received their first COVID-19 vaccine.

We’re only 2% away from our…","en","Moose Jaw, SK, Canada",0,0,1,0,"neu",2021-06-08,"Moose Jaw","Canada",0
"RT @ppclondonwest: I guess our government did know about #covid19 back in 2019, then covered it up.

I guess playing dumb is the one thing…","en","British Columbia, Canada",-0.2263,0.241,0.584,0.175,"neg",2021-06-08,"British Columbia","Canada",-1
"New @COVIDSciOntario brief led by @SaraRotenberg and @yonalunsky on #COVID19 vaccination for people with disabiliti… https://t.co/wWmWKnC8P5","en","Toronto, Canada",0,0,1,0,"neu",2021-06-08,"Toronto","Canada",0
"The covid-19 virus is similar to Santa Claus.....he knows which protests,gatherings, and vigils are naughty or nice","en","Canada",0.2023,0.145,0.652,0.203,"pos",2021-06-08,NA,"Canada",1
"Students’ Unions Are Demanding a Covid-19 Discount. They Should Be Demanding Much More | Novara Media https://t.co/bNxCokGfSP","en","Canada",-0.25,0.3,0.7,0,"neg",2021-06-08,NA,"Canada",-1
"RT @NAFC_ANCA: Check out the #COVID19 Vaccine page on the NAFC website! Here you will find more information regardi… https://t.co/W6VbGLU7wV","en","Canada",0,0,1,0,"neu",2021-06-08,NA,"Canada",0
"RT @CBCNews: Manitobans will receive an immunization card two weeks after receiving both doses of a COVID-19 vaccine, allowing them to trav…","en","Canada",0.2263,0,0.853,0.147,"pos",2021-06-08,NA,"Canada",1
"“We are looking forward to a gradual and safe return to in-person activities across our three campuses this fall.”… https://t.co/Ll6nR9banI","en","Mississauga, Ontario, Canada",0.4404,0,0.775,0.225,"pos",2021-06-08,"Mississauga","Canada",1
"RT @Freedom77015202: REST IN PEACE: 
More than 400 tombstones placed in Toronto small business storefronts-a symbol of what’s to come as th…","en","Canada",0,0,1,0,"neu",2021-06-08,NA,"Canada",0
"RT @dominiccarney: Short-term health-related quality of life, physical function and psychological consequences of severe COVID-19 | Annals…","en","Alberta, Canada",0,0,1,0,"neu",2021-06-09,"Alberta","Canada",0
"RT @DShepYEG: Min. Shandro said COVID-19 has made it more difficult to find staff. 

But the severity of that impact, particularly the 3rd…","en","Alberta, Canada",-0.3612,0.185,0.815,0,"neg",2021-06-09,"Alberta","Canada",-1
"RT @BetaKit: “As our global competitors emerge from the COVID-19 crisis, they will be working in overdrive to attract investment and spur e…","en","Toronto, Canada",0.3612,0,0.783,0.217,"pos",2021-06-09,"Toronto","Canada",1
"IFSE brings you highlights of the Ontario Securities Commission publication “Investing and the COVID-19 Pandemic” i… https://t.co/rWZGtgmv3m","en","Mississauga, Ontario, Canada",0.34,0,0.789,0.211,"pos",2021-06-09,"Mississauga","Canada",1
"“As our global competitors emerge from the COVID-19 crisis, they will be working in overdrive to attract investment… https://t.co/rh1tEO4zkT","en","Canada",0.3612,0,0.762,0.238,"pos",2021-06-09,NA,"Canada",1
"RT @OMAFRA: DYK - Ontario has recently launched a new portal to make it easier to apply to the Provincial Antigen Screening Program?  Check…","en","Ontario, Canada",0.4215,0,0.823,0.177,"pos",2021-06-09,"Ontario","Canada",1
"Dollarama sales climbed 13% in latest quarter despite COVID-19 restrictions https://t.co/4UzxkAA1Xi","en","Canada",-0.3818,0.271,0.729,0,"neg",2021-06-09,NA,"Canada",-1
"The impact of COVID-19 school disruption on learning outcomes: the 2001 Foot and Mouth Disease experience gives rea… https://t.co/ltMh8VwlHB","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"@TanviKadukar Hello, thanks for reaching out! 

We recommend contacting Health Canada/Public Health Agency of Canad… https://t.co/Nk6BxW3CXF","en","Canada",0.6249,0,0.567,0.433,"pos",2021-06-09,NA,"Canada",1
"RT @DFla56: @Styx666Official @mackistan @ScottAdamsSays good question if it's just a lab screw up...huge body of evidence now that US &amp; UK…","en","Canada",0.5859,0.121,0.431,0.448,"pos",2021-06-09,NA,"Canada",1
"RT @CFRAOttawa: BREAKING: Public Health Ontario reports a single new case of COVID-19 in Ottawa, 411 across the province. #ottnews #onpoli","en","Ontario, Canada",0,0,1,0,"neu",2021-06-09,"Ontario","Canada",0
"RT @CJAD800: Latest COVID-19 numbers for Quebec (2/2): 
•11,164 deaths (+8) 
•257 hospitalizations (-6) 
•60 ICU (unchanged) 
•25,054 tests…","en","Montreal, Canada",-0.5574,0.32,0.574,0.107,"neg",2021-06-09,"Montreal","Canada",-1
"RT @OntariosDoctors: Trauma experts hold webinar on mental health care for patients, health-care providers and first responders in #COVID19…","en","Ontario, Canada",0.5574,0.146,0.521,0.333,"pos",2021-06-09,"Ontario","Canada",1
"What?! “Fraser Health is also currently examining whether it needs to continue the school COVID-19 exposure notific… https://t.co/7XYAdEcpxE","en","British Columbia, Canada",0,0,1,0,"neu",2021-06-09,"British Columbia","Canada",0
"How To Maintain Strong Customer Engagement During COVID-19 https://t.co/NG6At9JMrg https://t.co/G0EXVx8zoG","en","Toronto, Canada",0.5106,0,0.548,0.452,"pos",2021-06-09,"Toronto","Canada",1
"StatsCan Study: COVID-19 deaths among immigrants in Canada https://t.co/KWvTSwOnwI #cdnimm #cdnrfg","en","Toronto, Ontario, Canada",-0.5994,0.394,0.606,0,"neg",2021-06-09,"Toronto","Canada",-1
"RT @Doctors_NS: Recognize him? It's Richard Martell, @nsgov's main sign language interpreter. He's been a calm &amp; consistent presence during…","en","Halifax, Nova Scotia, Canada",0.3182,0,0.796,0.204,"pos",2021-06-09,"Halifax","Canada",1
"RT @CTVAtlantic: Lawyers for a doctor who faced a barrage of hate and racism after being accused of violating COVID-19 measures in New Brun…","en","Halifax, Nova Scotia, Canada",-0.8316,0.438,0.562,0,"neg",2021-06-09,"Halifax","Canada",-1
"RT @InfoPEI: Great to see the % growing week by week! 
Grades 7, 8 and 9 - will get vaccine at school, with parental consent. 
12 + book he…","en","Prince Edward Island, Canada",0.7184,0,0.625,0.375,"pos",2021-06-09,"Prince Edward Island","Canada",1
"Nova Scotia Health starts to ease visitor restrictions at hospitals https://t.co/OzbRG0fYCD via @HalifaxToday","en","Halifax, Nova Scotia, Canada",-0.3818,0.245,0.755,0,"neg",2021-06-09,"Halifax","Canada",-1
"RT @policy_school: COVID-19 disproportionately impacting parents with young children. New report from @LindsayTedds, John Baker, Kourtney K…","en","Winnipeg, MB, Canada",0,0,1,0,"neu",2021-06-09,"Winnipeg","Canada",0
"RT @CanadianPM: This marks another major turning point in our fight against #Covid19. By getting vaccinated and continuing to follow public…","en","Canada",-0.3818,0.206,0.794,0,"neg",2021-06-09,NA,"Canada",-1
"RT @phil_rack: But of course....effective treatment options would negate the need for experimental vaccines - IN FACT would call into quest…","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"@MLevitt_NP2013 Among the things you fail to mention in the above:

- we now have vaccines for COVID-19, which have… https://t.co/q4JjdWHp4N","en","Canada",-0.5423,0.412,0.588,0,"neg",2021-06-09,NA,"Canada",-1
"@nbc_brian @MikeO2000 @journo_dale @CactusGipsy A lot of wasted time (flying to another airport etc) and more hassl… https://t.co/M2VwmrJIjV","en","British Columbia, Canada",0,0,1,0,"neu",2021-06-09,"British Columbia","Canada",0
"RT @SaskHealth: If you have been vaccinated outside #Sask and want your immunization information captured to your Saskatchewan health recor…","en","Saskatchewan, Canada",0.0772,0,0.86,0.14,"pos",2021-06-09,"Saskatchewan","Canada",1
"RT @ONAccessibility: Due to COVID-19, we’ve extended the deadline for businesses &amp; non-profits with 20+ employees to file. Being accessible…","en","Ontario, Canada",0.5574,0,0.635,0.365,"pos",2021-06-09,"Ontario","Canada",1
"Many economists have been calling on policy makers to calm the frenetic housing market. Since the beginning of COVI… https://t.co/nkjWHwryjm","en","Canada",0.3182,0,0.827,0.173,"pos",2021-06-09,NA,"Canada",1
"RT @fordnation: Starting today, individuals 70+ or those who received a first dose on or before April 18 will be able to move up a second d…","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"[BC] LOWER MAINLAND; 12+
Pfizer FIRST DOSE 🥇

Ismaili Centre, Vancouver
🗓: Thurs, June 10
⏰: 10:00 am - 3:30 pm
📍:… https://t.co/S4khBlKKrc","en","Canada",-0.296,0.167,0.833,0,"neg",2021-06-09,NA,"Canada",-1
"RT @paimadhu: Let us please identify such positive examples &amp; learn from them

Remote Tribal Village in India Shows How To Fight Vaccine He…","en","Canada",-0.3818,0.178,0.822,0,"neg",2021-06-09,NA,"Canada",-1
"RT @CityNews: #BREAKING: The province is reporting a COVID-19 test positivity rate of 2 per cent today -- the lowest positivity rate since…","en","Ontario, Canada",-0.3818,0.178,0.822,0,"neg",2021-06-09,"Ontario","Canada",-1
"Ontario reports 411 new COVID-19 cases https://t.co/3VXnbFQM2W","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"RT @NEWS1130: WATCH LIVE: Health Canada officials update COVID-19 and vaccines https://t.co/o0fHHLCnve https://t.co/60YCV2rvxB","en","Vancouver, B.C., Canada",0,0,1,0,"neu",2021-06-09,"Vancouver","Canada",0
"RT @GovCanHealth: LIVE: Federal ministers and health officials provide COVID-19 update https://t.co/OMTgYpBnwi","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"RT @Tim_Bousquet: There are 13 new cases of COVID-19 announced in Nova Scotia today (Wednesday, June 9) /thread","en","Nova Scotia, Canada",0,0,1,0,"neu",2021-06-09,"Nova Scotia","Canada",0
"RT @noorchashm: #ScreenB4Vaccine to find out if you've been infected previously and to establish the medical necessity of COVID-19 vaccinat…","en","Alberta, Canada",0,0,1,0,"neu",2021-06-09,"Alberta","Canada",0
"BREAKING: Manitoba launches a $2 million lottery to encourage COVID-19 vaccinations. 

https://t.co/mBDhot6ItK","en","Winnipeg, Manitoba, Canada",0,0,1,0,"neu",2021-06-09,"Winnipeg","Canada",0
"RT @celliottability: To date, over 12.3 million rapid test kits for COVID-19 have been delivered to over 2,600 worksites across the provinc…","en","Waterloo, Canada",0,0,1,0,"neu",2021-06-09,"Waterloo","Canada",0
"RT @MBGov: #StaySafe at MB's beaches this weekend. Beach Safety Officers are at Grand Beach, Winnipeg Beach and Birds Hill to educate on wa…","en","Manitoba, Canada",0.4588,0,0.812,0.188,"pos",2021-06-09,"Manitoba","Canada",1
"Ecuador Travel Advisory On June 9, 2021 - https://t.co/lInPMlX1M0 information on how to get a COVID-19 vaccine if y… https://t.co/ysoT8tJ2dK","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"RT @TOPublicHealth: Received your 1st dose of the AstraZeneca vaccine? For your 2nd dose, you can choose the AstraZeneca or mRNA (Pfizer or…","en","Toronto, Ontario, Canada",0,0,1,0,"neu",2021-06-09,"Toronto","Canada",0
"RT @WBrettWilson: COVID-19: Fully vaccinated Manitobans to get secure immunization card : mmmGlobal News

And it’s free. The anti-passport…","en","Saskatchewan, Canada",0.25,0.139,0.663,0.199,"pos",2021-06-09,"Saskatchewan","Canada",1
"@The_Plandemic Proof of #plandemic
https://t.co/UiCG5ZESHj","en","Ontario,Canada",0,0,1,0,"neu",2021-06-09,"Ontario","Canada",0
"Here is the proof....watch this....
https://t.co/UiCG5ZESHj https://t.co/NPuLPbbM6n","en","Ontario,Canada",0,0,1,0,"neu",2021-06-09,"Ontario","Canada",0
"https://t.co/Jbx3TL9Kmd: NWHU medical officer of health cautions against complacency as COVID-19 case numbers near… https://t.co/04e0L3dABl","en","Thunder Bay, Ontario, Canada",0.0772,0,0.874,0.126,"pos",2021-06-09,"Thunder Bay","Canada",1
"RT @CBCNews: Watch our special coverage of today’s federal announcement on COVID-19  https://t.co/EOTj57d1yj https://t.co/xCx7HF7yHY","en","Halifax, Nova Scotia, Canada",0.4019,0,0.69,0.31,"pos",2021-06-09,"Halifax","Canada",1
"@NaqviZainabz ♥️i like to attend; but how because today 9 june your program. i live in ottawa, canada. i miss the p… https://t.co/u50n8oO0S3","en","Canada",0.2263,0.144,0.631,0.225,"pos",2021-06-09,NA,"Canada",1
"RT @JohnTory: This Friday, the province enters into Step 1 of the reopening process. 

With that comes the return of outdoor dining up to f…","en","Toronto, Canada",0,0,1,0,"neu",2021-06-09,"Toronto","Canada",0
"@HerbieDyer You said blood. Also the Red Cross discontinued dedicated COVID-19 convalescent plasma donations on Mar… https://t.co/RaEWS8BBaz","en","Ontario, Canada",0,0,1,0,"neu",2021-06-09,"Ontario","Canada",0
"RT @CBCToronto: Besieged by growing opposition and a fourth wave of COVID-19, Japan is determined to go ahead with the Tokyo Olympic Games…","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"Join us for a free event featuring some incredible Canadian leaders! Well be sharing good news stories and practica… https://t.co/lGAaAq7bx7","en","Canada",0.8934,0,0.386,0.614,"pos",2021-06-09,NA,"Canada",1
"@OlgaPena Love scientific research, background in chemistry &amp; 12+ years in using analytical science to measure and… https://t.co/QKTKYeRaNo","en","Québec, Canada",0.6369,0,0.682,0.318,"pos",2021-06-09,"Québec","Canada",1
"Finally: ""The federal government is expected to announce today that fully vaccinated Canadians and permanent reside… https://t.co/vL1Axub0cb","en","Ottawa, Canada",0,0,1,0,"neu",2021-06-09,"Ottawa","Canada",0
"RT @CBCNB: N.B. COVID-19 roundup: Vaccination 'drive to 75' speeds ahead to 72%: https://t.co/wRn5Xy181Z https://t.co/MPecDdT3W7","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"Ontario is reporting 411 new COVID-19 cases and 33 more deaths https://t.co/vgEEepu7yi","en","1 Yonge St., Toronto, Canada",-0.5994,0.438,0.562,0,"neg",2021-06-09,"1 Yonge St.","Canada",-1
"RT @CBCEdmonton: Edmonton's mandatory mask bylaw may outlive the provincial rule https://t.co/FJEV6ufztP https://t.co/NwPFQgrqlD","en","Alberta, Canada",0,0,1,0,"neu",2021-06-09,"Alberta","Canada",0
"RT @manitobapossibl: From CBC News: ""Some people living with intellectual disabilities who rely on others in several aspects of their lives…","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"RT @CBCNews: Public Services and Procurement Minister Anita Anand says Moderna will ship seven million more COVID-19 vaccine doses to Canad…","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"RT @haligonia: Today, June 9, Nova Scotia is reporting 13 new cases of COVID-19 and 20 recoveries.

There are seven new cases in Central Zo…","en","Nova Scotia, Canada",0,0,1,0,"neu",2021-06-09,"Nova Scotia","Canada",0
"RT @OUAsport: ""Vaccines will help us get back to the moments and people that we miss and to the sports that we love."" 💬 Sheila Kealey, @uOt…","en","Windsor, ON, Canada",0.743,0.097,0.485,0.418,"pos",2021-06-09,"Windsor","Canada",1
"RT @mikelecouteur: Canada set to receive a minimum of 55 million doses of COVID-19 vaccine (from different suppliers) by the end of July sa…","en","Toronto, Canada",0,0,1,0,"neu",2021-06-09,"Toronto","Canada",0
"RT @the_GNCC: Have you heard about @NorgenBiotek COVID-19 asymptomatic PCR testing services in #Ontario? Whether it is for yourself, your f…","en","Thorold, Ontario, Canada",0,0,1,0,"neu",2021-06-09,"Thorold","Canada",0
"@dkreative1 @ErikLuczak Vaccine is not needed..
https://t.co/UiCG5ZESHj","en","Ontario,Canada",0,0,1,0,"neu",2021-06-09,"Ontario","Canada",0
"A new study has found that a #plantbased diet reduces the risk of severe COVID-19 by 73%!

https://t.co/DrqtLIbo7a","en","Canada",-0.2732,0.231,0.769,0,"neg",2021-06-09,NA,"Canada",-1
"Canada now among top countries for 1st doses of COVID-19 vaccines. So how high can we go? https://t.co/EKAKd3N85M","en","Canada",0.2023,0,0.833,0.167,"pos",2021-06-09,NA,"Canada",1
"💉Today's #coronavirus vaccination update from @WADeptHealth. As of June 5: 3.4 million people fully vaccinated in W… https://t.co/bMKOUUpg8S","en","North Vancouver, Canada",0,0,1,0,"neu",2021-06-09,"North Vancouver","Canada",0
"LIVESTREAM EVENT
June 9, 2021 - 12:30 p.m.
Dr. Joss Reimer, medical lead, Vaccine Implementation Task Force, and Jo… https://t.co/HM1zhx2Rp4","en","Manitoba, Canada",0,0,1,0,"neu",2021-06-09,"Manitoba","Canada",0
"U.S. signs deal for 1.7M courses of Merck’s experimental COVID-19 drug https://t.co/ruXt1bqEDX","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"RT @CP24: 'This is insane,' African countries remain desperately short of COVID-19 vaccine
https://t.co/Xd9dOmfvTY https://t.co/eYiJig4aks","en","Ontario, Canada",0,0,1,0,"neu",2021-06-09,"Ontario","Canada",0
"Premier rejects calls to apologize to N.B. doctor after COVID-19-related charge withdrawn https://t.co/1WA7uQhzwG","en","Canada",-0.4019,0.252,0.748,0,"neg",2021-06-09,NA,"Canada",-1
"//Manitoba is putting up $2 million in cash and scholarships as lottery prizes for anyone 12 and older who has rece… https://t.co/r3XFgwQH8p","en","Calgary, Canada",0.5106,0,0.732,0.268,"pos",2021-06-09,"Calgary","Canada",1
"RT @MSHospital: Dr. Pancer, a beloved paediatrician for over 30 years at MSH never thought he would have to rely on his colleagues to save…","en","Markham, Canada",0.4939,0,0.775,0.225,"pos",2021-06-09,"Markham","Canada",1
"RT @globebusiness: EU lawmakers endorse new COVID-19 travel certificate, boosting summer hopes https://t.co/1pNL4a7PJO","en","Ontario, Canada",0.6808,0,0.588,0.412,"pos",2021-06-09,"Ontario","Canada",1
"Got my first dose of the COVID-19 vaccine. It really does feel like the pandemic's coming to a close now... https://t.co/6otIlE4Q4u","en","Canada",0.3612,0,0.8,0.2,"pos",2021-06-09,NA,"Canada",1
"RT @TrueNorthCentre: A new Canada Border Services Agency report is warning that the country could see an uptick in immigration fraud and hu…","en","Alberta, Canada",-0.6369,0.302,0.698,0,"neg",2021-06-09,"Alberta","Canada",-1
"RT @zeljkobil: Lay-proposed therapy 4Covid 19:BafilomycinA+Mefloquine, Artesunate+Ivermectin,
Doxycycline+Minocycline,
EGCG=GreenTea+lemon…","en","Saskatoon, SK,Canada",0,0,1,0,"neu",2021-06-09,"Saskatoon","Canada",0
"RT @Indigenous_IIC: There is no central system to track COVID-19 deaths in Indian Country, due in part to a complex network of local, state…","en","Ontario, Canada",-0.5994,0.245,0.755,0,"neg",2021-06-09,"Ontario","Canada",-1
"Ontario reports less than 500 new COVID-19 cases https://t.co/wRs5pLnr7G","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"RT @570NEWS: BREAKING: Ontario is reporting 411 new cases of COVID-19 across the province today.

The province recorded 33 COVID-19 related…","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"Today’s coronavirus news: Ontario is reporting 411 COVID-19 cases; 14-day quarantine requirement for fully vaccinat… https://t.co/4a3MhmbJHS","en","Peterborough, Ontario, Canada",0,0,1,0,"neu",2021-06-09,"Peterborough","Canada",0
"RT @thereds8: This care home is predominantly vaccinated. 

Hopefully this is where the public starts to realise they’ve been lied to. 

ht…","en","Ontario, Canada",0.7269,0,0.567,0.433,"pos",2021-06-09,"Ontario","Canada",1
"Since April 1, there have been 3,965 positive COVID-19 cases and 22 deaths. There are 3,779 resolved cases. Stay up… https://t.co/zavtPfkVXZ","en","Nova Scotia, Canada",-0.5994,0.328,0.672,0,"neg",2021-06-09,"Nova Scotia","Canada",-1
"As of today, Nova Scotia has 164 active cases of COVID-19. Of those, 15 people are in hospital COVID-19 units, incl… https://t.co/jBRqWPxRw7","en","Nova Scotia, Canada",0,0,1,0,"neu",2021-06-09,"Nova Scotia","Canada",0
"One new COVID-19 case in the City of Kawartha Lakes, but active cases drop https://t.co/ahHPYz1YXp via @ptboexaminer","en","Peterborough, Ontario, Canada",-0.2732,0.174,0.826,0,"neg",2021-06-09,"Peterborough","Canada",-1
"RT @dmrider: City of Toronto's COVID-19 briefing will start in a few minutes. We are expecting to hear about outdoor pool openings and more…","en","1 Yonge St., Toronto, Canada",0,0,1,0,"neu",2021-06-09,"1 Yonge St.","Canada",0
".@GreenBean550 restaurant in Calgary has taken advantage of this rapid testing program &amp; their staff can administer… https://t.co/BD78nlX5wf","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"@RoshniMansuri 1/2 The impacts of COVID-19 have had an effect on our operations and our ability to respond to and p… https://t.co/opwoG37W3R","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
"RT @GlobalEdmonton: Manitoba is launching a nearly $2-million lottery in cash and scholarships for those who receive a COVID-19 vaccination…","en","Edmonton, Alberta, Canada",0,0,1,0,"neu",2021-06-09,"Edmonton","Canada",0
"Ontario's investment of over $23M in 30 municipalities in the GTHA will support transit, recreation, health and eme… https://t.co/NRIBqNS3IY","en","Missisauga , Canada",0.4019,0,0.748,0.252,"pos",2021-06-09,"Missisauga ","Canada",1
"In a massive study involving 9,070 American participants—controlling for gender, race, and partisanship—researchers… https://t.co/DRl9BzjMem","en","Canada",0,0,1,0,"neu",2021-06-09,NA,"Canada",0
