"original_text","lang","place","compound","neg","neu","pos","sentiment","created_at","city","country","sentiment_int"
"RT @enoughforallyyc: The COVID-19 pandemic has impacted all Albertans, but it has impacted those with lower incomes or living in poverty ev…","en","Alberta, Canada",-0.296,0.196,0.804,0,"neg",2020-08-24,"Alberta","Canada",-1
"RT @CTVToronto: A COVID-19 outbreak has been declared at Toronto's Sunnybrook Hospital, health officials confirm.

https://t.co/IbGytRST4V","en","Canada",0,0,1,0,"neu",2020-08-24,NA,"Canada",0
"RT @The12fthOfNever: 25 Aug 2020: A new poll suggests Prime Minister Justin Trudeau would be well placed to fight an election this fall, se…","en","Canmore, Alberta, Canada",-0.128,0.147,0.734,0.119,"neg",2020-08-26,"Canmore","Canada",-1
"via @PerilOfAfrica #SpecialReports #97Fund #covid19 #relieffund The 97Fund launches $1m Covid-19 relief fund: The 9… https://t.co/QEeOZfxYEB","en","Moncton, Canada",0.4767,0,0.617,0.383,"pos",2020-08-26,"Moncton","Canada",1
"RT @globalnews: A new Statistics Canada survey suggests that while the vast majority of Canadians would get a COVID-19 vaccine when it beco…","en","Canada",0,0,1,0,"neu",2020-08-26,NA,"Canada",0
"RT @EyesOfBlue06: Thank the Lord

China refuses to ship COVID-19 vaccine for Canadian trials, ending partnership https://t.co/EhNGZn6Fg2","en","Canada",0.3612,0,0.8,0.2,"pos",2020-08-28,NA,"Canada",1
"@ScottDyani @DavidCornDC @MarkRuffalo Number of Americans who have died from Covid-19 as of today.","en","Beautiful BC, Canada",-0.5574,0.476,0.366,0.159,"neg",2020-08-28,"Beautiful BC","Canada",-1
"RT @ABSCBNNews: #COVID19 cases in PH reach 209,544; active cases at 71k https://t.co/jVWNeTBhpK","en","Metro Vancouver, Canada",0.0258,0,0.784,0.216,"pos",2020-08-28,"Metro Vancouver","Canada",1
"Courts Weighing In On Back-To-school Disputes Between Separated Parents https://t.co/1rAavjtc5q By @TorkinManesLLP","en","Canada",0,0,1,0,"neu",2020-08-29,NA,"Canada",0
"RT @CBCNews: Staff who answered the hotel phone said the hotel has closed permanently. https://t.co/wjJg6ur1oz","en","Canada",0,0,1,0,"neu",2020-08-29,NA,"Canada",0
"RT @StephenMcNeil: Great initiatives announced by @WestJet that will help slow the spread of COVID-19. https://t.co/uB3kbmDJYh","en","Nova Scotia, Canada",0.7783,0,0.424,0.576,"pos",2020-08-29,"Nova Scotia","Canada",1
"Watch ""FOOD SHUTDOWN: Farmworkers flee COVID-19 tests - CA Orders Meat Plant Closure"" on YouTube https://t.co/itk21HhAsO","en","Canada",0,0,1,0,"neu",2020-08-30,NA,"Canada",0
"RT @BarbraStreisand: Trump’s grotesque spectacle at the WH with nary a mask in sight is the next COVID-19 spreading event. He called the pa…","en","Canada",0,0,1,0,"neu",2020-08-30,NA,"Canada",0
"How would an O’Toole-led Conservative government handle the COVID-19 recovery? https://t.co/YhoUxWAgFT","en","Oak Bay, B.C., Canada",0,0,1,0,"neu",2020-08-30,"Oak Bay","Canada",0
"Watch #LIVE: Watch live: Prime Minister Justin Trudeau makes announcement in Montreal on COVID-19 research. 

https://t.co/S1rLWgYvos","en","1 Yonge St., Toronto, Canada",0,0,1,0,"neu",2020-08-31,"1 Yonge St.","Canada",0
"Holland College is committed to the safety of our students and staff. We ask that you please conduct a self-assessm… https://t.co/4mjrNZLXXk","en","Prince Edward Island, Canada",0.296,0,0.82,0.18,"pos",2020-08-31,"Prince Edward Island","Canada",1
"RT @CP24: BREAKING: Ontario reports more than 100 new cases of COVID-19 for fifth day in a row https://t.co/gMs00MnGnf https://t.co/7vJKhIp…","en","Canada",0,0,1,0,"neu",2020-08-31,NA,"Canada",0
"AI job listings plummet as COVID-19 recession appears imminent https://t.co/uOvwsBAsFd","en","Toronto, Canada",0,0,1,0,"neu",2020-09-01,"Toronto","Canada",0
"#StaySafe and enjoy Carnival Hearts by @TheKaylaDiamond on @PopCanVibes at https://t.co/FsvGc6Ra0N Dedicated to… https://t.co/TEiu0LwWjB","en","Ontario, Canada",0.4939,0,0.484,0.516,"pos",2020-09-01,"Ontario","Canada",1
"RT @IshatReza: Very happy to read this: “the government is also in the final stages of negotiations with drug firm AstraZeneca, which is wo…","en","Canada",0,0,1,0,"neu",2020-09-01,NA,"Canada",0
"RT @CNN: A California assemblywoman brought her newborn daughter to the senate floor after her request to vote by proxy was denied, despite…","en","Canada",0,0,1,0,"neu",2020-09-02,NA,"Canada",0
"#StaySafe and enjoy Hillbilly Girl by @JasonBlaine on @PopCanRebel at https://t.co/YhyEdC6AAB Dedicated to #EssentialWorkers everywhere!","en","Canada",0.4939,0,0.556,0.444,"pos",2020-09-02,NA,"Canada",1
"RT @JanisIrwin: Please, Albertans, never forget that the man who found nearly $5 billion to give away to the wealthiest corporations can’t…","en","Calgary, Canada",0.5948,0,0.673,0.327,"pos",2020-09-02,"Calgary","Canada",1
"How Covid-19 is deepening Asia’s pension crisis https://t.co/3RfGOCVNtx via @scmpnews","en","Ottawa, Canada",0,0,1,0,"neu",2020-09-03,"Ottawa","Canada",0
"RT @NHFirebirds: The NH Firebirds will hold a PJHL Information and AGM on Sept.12/20 at the NH Legion @ 65 Boullee Street. The meeting is a…","en","Ontario, Canada",0.7506,0,0.61,0.39,"pos",2020-09-03,"Ontario","Canada",1
"RT @BetteMidler: A Minnesota man is the first person known to have died of Covid-19 after attending the Sturgis Motorcycle Rally in SD last…","en","Toronto, Canada",-0.5994,0.245,0.755,0,"neg",2020-09-03,"Toronto","Canada",-1
"RT @ottawasuncom: UV-emitting robot that can kill COVID-19 on airplanes created by Ottawa startup https://t.co/4UbR95uN0Z https://t.co/wxfg…","en","Canada",-0.6908,0.37,0.63,0,"neg",2020-09-06,NA,"Canada",-1
"RT @jyangstar: This is Leymo. He's 17. In May, his mom died of #COVID19. 

I really hope you'll read his story; talking to this wonderful k…","en","Manitoba, Canada",-0.25,0.264,0.541,0.196,"neg",2020-09-06,"Manitoba","Canada",-1
"RT @22_Minutes: New research links COVID-19 to deficiency of Vitamin D, which we get from the sun. So try to stay inside, but do it outside.","en","NL, Canada",0.296,0,0.833,0.167,"pos",2020-09-06,"NL","Canada",1
"RT @Trump_Detester: COVID-19 Deaths in the last 24 hours:

USA: 1,094
Canada: 0

We are still bracing for a second wave &amp; there is almost 1…","en","Ottawa, Canada",-0.5994,0.281,0.719,0,"neg",2020-09-12,"Ottawa","Canada",-1
"Worldwide death toll for COVID-19 is nearing a million. That’s double the worst flu years. And we still have 4 months to go.","en","Canada",-0.891,0.515,0.485,0,"neg",2020-09-12,NA,"Canada",-1
